chunk_id,kind,entity_type,source_kb,source_file,product_layer,text_len,name
arbiter_layer:l1_gateway,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,59,L1 Gateway
arbiter_layer:l2_input_normalizer,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,78,L2 Input Normalizer
arbiter_layer:l3_evidence_retriever,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,70,L3 Evidence Retriever
arbiter_layer:l4a_generator,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,71,L4a Generator
arbiter_layer:l4b_reflection,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,57,L4b Reflection
arbiter_layer:l4c_ranker,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,63,L4c Ranker
arbiter_layer:l5_arbiter_output,entity,arbiter_layer,v3_0_0,scientist-monai-moat/README.md,tumor_board,89,L5 Arbiter Output
arbiter_model:biopsy_medsiglip_probe,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/biopsy_medsiglip_probe.md,tumor_board,529,Model card: biopsy-medsiglip-probe (L4b)
arbiter_model:errata,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/errata.md,tumor_board,528,Model card errata — `oncology-arbiter`
arbiter_model:frontend_spa,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/frontend_spa.md,tumor_board,518,Frontend SPA (React + Vite)
arbiter_model:medgemma_1_27b,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/medgemma_1_27b.md,tumor_board,554,Model card: `google/medgemma-27b-it` (MedGemma 1 27B multimodal)
arbiter_model:medgemma_1_5_4b,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/medgemma_1_5_4b.md,tumor_board,528,Model card: `google/medgemma-1.5-4b-it`
arbiter_model:medsiglip_448,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/medsiglip_448.md,tumor_board,524,Model card: `google/medsiglip-448`
arbiter_model:monai_detector_heuristic,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/monai_detector_heuristic.md,tumor_board,532,Model card: monai-detector-heuristic (L4a)
arbiter_model:nsclc_lung_heuristic_v0,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/nsclc_lung_heuristic_v0.md,tumor_board,559,Model Card — NSCLC Lung Heuristic + NCCN-lite (Oncology Arbiter v0.2)
arbiter_model:report_parser_clinicalbert_v1,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/report_parser_clinicalbert_v1.md,tumor_board,534,Model card — report_parser_clinicalbert_v1
arbiter_model:siglip_base_patch16_224,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/siglip_base_patch16_224.md,tumor_board,564,Model card: `google/siglip-base-patch16-224` (ungated public SigLIP proxy)
arbiter_model:therapy_nccn_lite,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/therapy_nccn_lite.md,tumor_board,536,Model card: therapy-nccn-lite (L4c fallback)
arbiter_model:txgemma_9b_chat,entity,arbiter_model,v3_0_0,scientist-monai-moat/docs/model_cards/txgemma_9b_chat.md,tumor_board,551,Model card: txgemma-9b-chat (L4c primary — currently gated)
arbiter_template:biopsy_arbiter_template_v0,entity,arbiter_template,v3_0_0,scientist-monai-moat/src/oncology_arbiter/arbiter/models/biopsy_arbiter_template_v0.json,tumor_board,446,biopsy_arbiter_template_v0
arbiter_template:biopsy_probe_v0,entity,arbiter_template,v3_0_0,scientist-monai-moat/src/oncology_arbiter/arbiter/models/biopsy_probe_v0.json,tumor_board,435,biopsy_probe_v0
arbiter_template:screening_arbiter_template_v0,entity,arbiter_template,v3_0_0,scientist-monai-moat/src/oncology_arbiter/arbiter/models/screening_arbiter_template_v0.json,tumor_board,449,screening_arbiter_template_v0
arbiter_template:therapy_arbiter_template_v0,entity,arbiter_template,v3_0_0,scientist-monai-moat/src/oncology_arbiter/arbiter/models/therapy_arbiter_template_v0.json,tumor_board,447,therapy_arbiter_template_v0
arbiter_template:therapy_rules_v0,entity,arbiter_template,v3_0_0,scientist-monai-moat/src/oncology_arbiter/arbiter/models/therapy_rules_v0.json,tumor_board,436,therapy_rules_v0
biomarker:brief_1_delta,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,71,BRIEF-1 mechanism fit delta
biomarker:brief_4_delta,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,71,BRIEF-4 mechanism fit delta
biomarker:cea,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,61,Carcinoembryonic Antigen
biomarker:ceacam5,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,58,CEACAM5 antigen expression
biomarker:ctdna,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,57,Circulating Tumor DNA
biomarker:hrd,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,69,Homologous Recombination Deficiency
biomarker:immunoscore_ic,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,56,Immunoscore-IC
biomarker:liver_metastasis,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,64,Liver metastasis status
biomarker:msi_h,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,61,Microsatellite Instability High
biomarker:mss,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,58,Microsatellite Stable
biomarker:pTMB,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,73,Peripheral Tumor Mutation Burden
biomarker:tmb_h,entity,biomarker,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/mechanistic_deep.json,biology_intelligence,80,Tumor Mutational Burden High (TMB≥10)
brief_program:brief-1,entity,brief_program_deep,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/program_brief_sl.json,interception,850,NSCLC brain metastasis (BrM)
brief_program:brief-2,entity,brief_program_deep,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/program_brief_sl.json,interception,885,NSCLC brain metastasis (BrM)
brief_program:brief-3,entity,brief_program_deep,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/program_brief_sl.json,interception,850,NSCLC brain metastasis (BrM)
brief_program:brief-4,entity,brief_program_deep,v3_0_0,crispro-knowledge-base/crispro_kg_v2/kg_modules/program_brief_sl.json,interception,850,NSCLC brain metastasis (BrM)
calibration_proof:cbis_ddsm_logreg_v1_metrics,entity,calibration_proof,v3_0_0,scientist-monai-moat/docs/proofs/cbis_ddsm_logreg_v1_metrics.json,portfolio,448,cbis_ddsm_logreg_v1_metrics
claim:ct_01_formula,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,240,"CT-01 — PATH A formula claim (fit = clip((p·t) / ‖t‖₂, 0, 1))"
claim:ct_02_formula,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,200,CT-02 — PATH A vs PATH B decision claim
claim:ct_03_latify,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,245,CT-03 — LATIFY delta claim (patent +0.366 vs receipt +0.2641)
claim:dl_03_formula,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,200,DL-03 — Formula-dependent downstream lift
claim:dl_05_latify,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,205,DL-05 — LATIFY vector version delta claim
claim:dl_07_ddr,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,250,DL-07 — Figure 2 DDR 0.983 implausibility — publication-blocking
claim:pc_02_prediction,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,279,PC-02 — Trial-vector prediction reproducibility (retroactive_prediction_run.py)
claim:pc_05_formula,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,202,PC-05 — Formula-dependent prediction claim
claim:pc_06_latify,entity,claim,v3_0_0,"Custom Instructions (Fahad Kiani, 2026-04-28 8D remediation)",portfolio,225,PC-06 — LATIFY prediction claim (formula-dependent)
co_scientist_role:elo_tournament,entity,co_scientist_role,v3_0_0,scientist-monai-moat/README.md,tumor_board,72,Elo tournament
co_scientist_role:evolution,entity,co_scientist_role,v3_0_0,scientist-monai-moat/README.md,tumor_board,61,Evolution
co_scientist_role:generation,entity,co_scientist_role,v3_0_0,scientist-monai-moat/README.md,tumor_board,83,Generation
co_scientist_role:meta_review,entity,co_scientist_role,v3_0_0,scientist-monai-moat/README.md,tumor_board,81,Meta-review
co_scientist_role:ranking,entity,co_scientist_role,v3_0_0,scientist-monai-moat/README.md,tumor_board,62,Ranking
co_scientist_role:reflection,entity,co_scientist_role,v3_0_0,scientist-monai-moat/README.md,tumor_board,66,Reflection
code_module:api/middleware/admin_middleware.py,entity,code_module,v3_0_0,crispro-backend-v2/api/middleware/admin_middleware.py,platform,140,api/middleware/admin_middleware.py
code_module:api/middleware/auth_middleware.py,entity,code_module,v3_0_0,crispro-backend-v2/api/middleware/auth_middleware.py,platform,137,api/middleware/auth_middleware.py
code_module:api/routers/admin.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/admin.py,platform,102,api/routers/admin.py
code_module:api/routers/agents.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/agents.py,platform,110,api/routers/agents.py
code_module:api/routers/auth.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/auth.py,platform,111,api/routers/auth.py
code_module:api/routers/ayesha_dossiers.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/ayesha_dossiers.py,platform,123,api/routers/ayesha_dossiers.py
code_module:api/routers/ayesha_therapy_fit.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/ayesha_therapy_fit.py,platform,139,api/routers/ayesha_therapy_fit.py
code_module:api/routers/ayesha_trials/routes.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/ayesha_trials/routes.py,platform,134,api/routers/ayesha_trials/routes.py
code_module:api/routers/canine.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/canine.py,platform,106,api/routers/canine.py
code_module:api/routers/dossiers_intelligence.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/dossiers_intelligence.py,platform,136,api/routers/dossiers_intelligence.py
code_module:api/routers/evidence2.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence2.py,platform,113,api/routers/evidence2.py
code_module:api/routers/evidence/__init__.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence/__init__.py,platform,127,api/routers/evidence/__init__.py
code_module:api/routers/evidence/clinvar.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence/clinvar.py,platform,127,api/routers/evidence/clinvar.py
code_module:api/routers/evidence/extraction.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence/extraction.py,platform,133,api/routers/evidence/extraction.py
code_module:api/routers/evidence/jobs.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence/jobs.py,platform,119,api/routers/evidence/jobs.py
code_module:api/routers/evidence/literature.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence/literature.py,platform,137,api/routers/evidence/literature.py
code_module:api/routers/evidence/rag.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evidence/rag.py,platform,121,api/routers/evidence/rag.py
code_module:api/routers/evo.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/evo.py,platform,101,api/routers/evo.py
code_module:api/routers/guidance.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/guidance.py,platform,110,api/routers/guidance.py
code_module:api/routers/kb/endpoints/admin.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/admin.py,platform,128,api/routers/kb/endpoints/admin.py
code_module:api/routers/kb/endpoints/client.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/client.py,platform,136,api/routers/kb/endpoints/client.py
code_module:api/routers/kb/endpoints/items.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/items.py,platform,132,api/routers/kb/endpoints/items.py
code_module:api/routers/kb/endpoints/search.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/search.py,platform,132,api/routers/kb/endpoints/search.py
code_module:api/routers/kb/endpoints/validation.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/validation.py,platform,147,api/routers/kb/endpoints/validation.py
code_module:api/routers/orchestrate.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,126,api/routers/orchestrate.py
code_module:api/routers/orchestrator.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/orchestrator.py,platform,116,api/routers/orchestrator.py
code_module:api/routers/patient.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/patient.py,platform,119,api/routers/patient.py
code_module:api/routers/sessions.py,entity,code_module,v3_0_0,crispro-backend-v2/api/routers/sessions.py,platform,122,api/routers/sessions.py
code_module:api/services/resistance_detection_service.py,entity,code_module,v3_0_0,?,platform,58,api/services/resistance_detection_service.py
code_module:api/services/resistance_evidence_tiers.py,entity,code_module,v3_0_0,?,platform,55,api/services/resistance_evidence_tiers.py
code_module:api/services/resistance_playbook_service.py,entity,code_module,v3_0_0,?,platform,57,api/services/resistance_playbook_service.py
code_module:api/services/resistance_prophet_service.py,entity,code_module,v3_0_0,?,platform,56,api/services/resistance_prophet_service.py
code_module:crispro_kg_v2/kg_modules/trials_module.json,entity,code_module,v3_0_0,?,platform,57,crispro_kg_v2/kg_modules/trials_module.json
code_module:layer1_engines/brm_engine/api/routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer1_engines/brm_engine/api/routes.py,platform,148,layer1_engines/brm_engine/api/routes.py
code_module:layer1_engines/marrowguard/api/routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer1_engines/marrowguard/api/routes.py,platform,150,layer1_engines/marrowguard/api/routes.py
code_module:layer1_engines/synthetic_lethality/api/routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer1_engines/synthetic_lethality/api/routes.py,platform,164,layer1_engines/synthetic_lethality/api/routes.py
code_module:layer4_output/ayesha_bundle_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/ayesha_bundle_routes.py,platform,143,layer4_output/ayesha_bundle_routes.py
code_module:layer4_output/brain_met_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/brain_met_routes.py,platform,136,layer4_output/brain_met_routes.py
code_module:layer4_output/clinical_trials_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/clinical_trials_routes.py,platform,147,layer4_output/clinical_trials_routes.py
code_module:layer4_output/compat_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/compat_routes.py,platform,149,layer4_output/compat_routes.py
code_module:layer4_output/demo_router.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/demo_router.py,platform,124,layer4_output/demo_router.py
code_module:layer4_output/pharma_dataset_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/pharma_dataset_routes.py,platform,153,layer4_output/pharma_dataset_routes.py
code_module:layer4_output/pharma_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/pharma_routes.py,platform,140,layer4_output/pharma_routes.py
code_module:layer4_output/pharma_wave3_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/pharma_wave3_routes.py,platform,151,layer4_output/pharma_wave3_routes.py
code_module:layer4_output/rag_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/rag_routes.py,platform,134,layer4_output/rag_routes.py
code_module:layer4_output/therapy_fit_bundle_routes.py,entity,code_module,v3_0_0,crispro-backend-v3-push/layer4_output/therapy_fit_bundle_routes.py,platform,153,layer4_output/therapy_fit_bundle_routes.py
demo_sample:ak_mbd4_lof_case,entity,demo_sample,v3_0_0,scientist-monai-moat/src/oncology_arbiter/api/static/demo_samples/ak_mbd4_lof_case.json,tumor_board,144,ak_mbd4_lof_case
demo_sample:biopsy,entity,demo_sample,v3_0_0,scientist-monai-moat/src/oncology_arbiter/api/static/demo_samples/biopsy.json,tumor_board,134,biopsy
demo_sample:case_full,entity,demo_sample,v3_0_0,scientist-monai-moat/src/oncology_arbiter/api/static/demo_samples/case_full.json,tumor_board,137,case_full
demo_sample:elo_rank,entity,demo_sample,v3_0_0,scientist-monai-moat/src/oncology_arbiter/api/static/demo_samples/elo_rank.json,tumor_board,136,elo_rank
demo_sample:nsclc,entity,demo_sample,v3_0_0,scientist-monai-moat/src/oncology_arbiter/api/static/demo_samples/nsclc.json,tumor_board,133,nsclc
demo_sample:screening,entity,demo_sample,v3_0_0,scientist-monai-moat/src/oncology_arbiter/api/static/demo_samples/screening.json,tumor_board,137,screening
drug:adavosertib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,63,adavosertib
drug:atezolizumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,64,atezolizumab
drug:bevacizumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,64,bevacizumab
drug:ceralasertib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,64,ceralasertib
drug:cetuximab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,61,cetuximab
drug:cobimetinib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,63,cobimetinib
drug:durvalumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,62,durvalumab
drug:encorafenib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,63,encorafenib
drug:niraparib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,61,niraparib
drug:nivolumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,61,nivolumab
drug:olaparib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,61,olaparib
drug:pembrolizumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,65,pembrolizumab
drug:pertuzumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,62,pertuzumab
drug:sacituzumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,63,sacituzumab
drug:talazoparib,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,63,talazoparib
drug:trastuzumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,63,trastuzumab
drug:tremelimumab,entity,drug,v3_0_0,crispro-backend-v2/api/resources/trial_moa_vectors.json,biology_intelligence,64,tremelimumab
endpoint_ref:DELETE /profile/{user_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/patient.py,platform,126,DELETE /profile/{user_id}
endpoint_ref:DELETE /{agent_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/agents.py,platform,111,DELETE /{agent_id}
endpoint_ref:GET /activity/logs,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/admin.py,platform,110,GET /activity/logs
endpoint_ref:GET /activity/sessions,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/admin.py,platform,118,GET /activity/sessions
endpoint_ref:GET /af3-spec/{gene},entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer1_engines/brm_engine/api/routes.py,platform,138,GET /af3-spec/{gene}
endpoint_ref:GET /alerts,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/agents.py,platform,97,GET /alerts
endpoint_ref:GET /analytics/overview,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/admin.py,platform,120,GET /analytics/overview
endpoint_ref:GET /analytics/usage,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/admin.py,platform,114,GET /analytics/usage
endpoint_ref:GET /api/admin/users,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/middleware/admin_middleware.py,platform,127,GET /api/admin/users
endpoint_ref:GET /api/admin/users/{user_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/middleware/admin_middleware.py,platform,147,GET /api/admin/users/{user_id}
endpoint_ref:GET /api/auth/health,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/auth.py,platform,113,GET /api/auth/health
endpoint_ref:GET /api/auth/me,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/auth.py,platform,105,GET /api/auth/me
endpoint_ref:GET /api/auth/mfa/status,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/auth.py,platform,121,GET /api/auth/mfa/status
endpoint_ref:GET /api/auth/profile,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/auth.py,platform,115,GET /api/auth/profile
endpoint_ref:GET /api/sessions,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/sessions.py,platform,111,GET /api/sessions
endpoint_ref:GET /api/sessions/health,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/sessions.py,platform,124,GET /api/sessions/health
endpoint_ref:GET /api/sessions/{session_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/sessions.py,platform,137,GET /api/sessions/{session_id}
endpoint_ref:GET /api/sessions/{session_id}/items,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/sessions.py,platform,149,GET /api/sessions/{session_id}/items
endpoint_ref:GET /ca125/history/{user_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/patient.py,platform,132,GET /ca125/history/{user_id}
endpoint_ref:GET /cancer_types,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer1_engines/synthetic_lethality/api/routes.py,platform,140,GET /cancer_types
endpoint_ref:GET /canonical-break-crc,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/demo_router.py,platform,134,GET /canonical-break-crc
endpoint_ref:GET /canonical/vectors,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/pharma_dataset_routes.py,platform,141,GET /canonical/vectors
endpoint_ref:GET /clinvar,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/evidence/clinvar.py,platform,109,GET /clinvar
endpoint_ref:GET /cohort-coverage/{gene},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/client.py,platform,142,GET /cohort-coverage/{gene}
endpoint_ref:GET /completeness,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/ayesha_therapy_fit.py,platform,121,GET /completeness
endpoint_ref:GET /detail/{nct_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/ayesha_dossiers.py,platform,124,GET /detail/{nct_id}
endpoint_ref:GET /drug/{drugname},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/ayesha_therapy_fit.py,platform,127,GET /drug/{drugname}
endpoint_ref:GET /epidemiology/ceacam5,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/pharma_dataset_routes.py,platform,147,GET /epidemiology/ceacam5
endpoint_ref:GET /evidence-anchors,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/demo_router.py,platform,129,GET /evidence-anchors
endpoint_ref:GET /export/{nct_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/ayesha_dossiers.py,platform,124,GET /export/{nct_id}
endpoint_ref:GET /gene/{gene},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/client.py,platform,119,GET /gene/{gene}
endpoint_ref:GET /genes,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer1_engines/synthetic_lethality/api/routes.py,platform,126,GET /genes
endpoint_ref:GET /governance-guardrails,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/demo_router.py,platform,139,GET /governance-guardrails
endpoint_ref:GET /governance/status,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/pharma_routes.py,platform,133,GET /governance/status
endpoint_ref:GET /health,entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/demo_router.py,platform,108,GET /health
endpoint_ref:GET /history/{session_id},entity,endpoint_ref,v3_0_0,crispro-backend-v3-push/layer4_output/rag_routes.py,platform,135,GET /history/{session_id}
endpoint_ref:GET /item/{item_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/validation.py,platform,129,GET /item/{item_id}
endpoint_ref:GET /job/{job_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/evidence/jobs.py,platform,116,GET /job/{job_id}
endpoint_ref:GET /list,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/ayesha_dossiers.py,platform,102,GET /list
endpoint_ref:GET /list/{patient_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/dossiers_intelligence.py,platform,134,GET /list/{patient_id}
endpoint_ref:GET /orchestrate/state/{patient_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,150,GET /orchestrate/state/{patient_id}
endpoint_ref:GET /orchestrate/states,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,126,GET /orchestrate/states
endpoint_ref:GET /orchestrate/status/{patient_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,152,GET /orchestrate/status/{patient_id}
endpoint_ref:GET /panel_catalog,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/ayesha_therapy_fit.py,platform,123,GET /panel_catalog
endpoint_ref:GET /pathways,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/kb/endpoints/client.py,platform,114,GET /pathways
endpoint_ref:GET /patients,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,106,GET /patients
endpoint_ref:GET /patients/{patient_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,132,GET /patients/{patient_id}
endpoint_ref:GET /patients/{patient_id}/care-plan,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,152,GET /patients/{patient_id}/care-plan
endpoint_ref:GET /patients/{patient_id}/history,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/orchestrate.py,platform,148,GET /patients/{patient_id}/history
endpoint_ref:GET /profile/{user_id},entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/patient.py,platform,120,GET /profile/{user_id}
endpoint_ref:GET /rag-stats,entity,endpoint_ref,v3_0_0,crispro-backend-v2/api/routers/evidence/rag.py,platform,109,GET /rag-stats
